x,y,LATITUDE,LONGITUDE,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,LAST_UPDATED,PROVINCE_CODE,ENG_PROVINCE_NAME,FRE_PROVINCE_NAME,LOCAL_YEAR,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,NORMAL_PRECIPITATION,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SNOWFALL,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,DAYS_WITH_VALID_SUNSHINE,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.6,2009-06,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,6,,12.82,30,-2.2,30,29.1,30,,23.6,22,5,,,0,,,,0,0,155.4
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.7,2009-07,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,7,,14.912903225806451,31,1,31,30.3,31,,69.5,25,10,,,0,,,,0,8.8,104.5
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.8,2009-08,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,8,,13.906451612903226,31,-2.1,31,30,31,,18.7,26,4,,,0,,,,0,3,129.9
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.9,2009-09,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,9,,13.063333333333333,30,-3.6,30,31,30,,19.3,25,3,,,0,,,,0,5.5,153.6
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.10,2009-10,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,10,,0.6966666666666667,30,-9.3,31,12.2,30,,16,21,6,,,0,,,,0,0,519.1
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.11,2009-11,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,11,,-2.67,30,-17.8,30,14.9,30,,6,23,1,,,0,,,,0,0,620.1
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2009.12,2009-12,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2009,12,,-19.823333333333334,30,-39,30,-1.1,30,,13.1,19,2,,,0,,,,0,0,1134.7
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.1,2010-01,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,1,,-13.486666666666666,30,-34.9,31,1.8,30,,14.2,23,4,,,0,,,,0,0,944.6
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.2,2010-02,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,2,,-10.114814814814816,27,-22,28,2.9,27,,2.2,20,0,,,0,,,,0,0,759.1
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.3,2010-03,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,3,,-1.2633333333333334,30,-14,31,12.1,30,,10.7,28,3,,,0,,,,0,0,577.9
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.4,2010-04,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,4,,5.660714285714286,28,-10.9,29,24.1,28,,6.7,22,2,,,0,,,,0,0,345.5
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.5,2010-05,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,5,,7.616666666666666,30,-6.1,31,28.5,30,,34.3,25,8,,,0,,,,0,3.7,315.2
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.6,2010-06,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,6,,13.306896551724138,29,-1,30,26.2,29,,52.7,26,9,,,0,,,,0,0.8,136.9
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.7,2010-07,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,7,,15.327586206896552,29,2.2,30,29.5,29,,52.9,23,5,,,0,,,,0,1.5,79
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.8,2010-08,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,8,,14.15,30,0.8,30,26.8,31,,40.6,22,7,,,0,,,,0,3.6,119.1
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.9,2010-09,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,9,,8.013333333333334,30,-7.4,30,26.5,30,,21.4,26,6,,,0,,,,0,0,299.6
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.10,2010-10,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,10,,4.246666666666667,30,-12.8,31,23.4,30,,17.2,25,6,,,0,,,,0,0,412.6
-112.96666666666667,54.28333333333333,54.283,-112.967,ABEE AGDM,3010010,32232.2010.11,2010-11,2014-07-31 11:54:11,AB,ALBERTA,ALBERTA,2010,11,,-8.23793103448276,29,-35.3,30,11.4,29,,31.5,25,10,,,0,,,,0,0,760.9
